YearWeek,temp_mean_C,temp_max_C,temp_min_C,rain_sum,sunshine_duration,daylight_duration,wind_speed_max,et0_evapotranspiration,District_anuradhapura,District_badulla,District_batticaloa,District_colombo,District_galle,District_gampaha,District_hambantota,District_jaffna,District_kalmunai,District_kalutara,District_kandy,District_kegalle,District_kilinochchi,District_kurunegala,District_mannar,District_matale,District_matara,District_monaragala,District_mullaitivu,District_nuwara eliya,District_polonnaruwa,District_puttalam,District_ratnapura,District_trincomalee,District_vavuniya,risk_level
2022-W36,21.6495,24.2,17.299999999999997,75.5,54.19492777777778,85.43993055555555,29.3,17.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-W36,27.543,33.8,24.2,9.6,62.65452777777777,85.52785833333333,29.0,37.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-W36,26.643,28.6,24.9,12.2,64.19969444444445,85.54143333333333,31.8,29.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-W36,27.829,34.5,24.0,22.8,63.99015833333333,85.589075,28.3,38.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-W36,26.9,32.4,23.8,4.7,60.10105,85.60955277777778,28.7,34.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-W37,27.871,34.4,23.2,3.0,77.08914444444444,85.14313888888888,14.8,36.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,27.071,32.6,23.7,1.8,76.14058333333332,85.19768888888889,25.3,35.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,23.657,29.5,17.9,3.9,77.10324166666666,85.12868055555556,9.6,34.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,27.886,33.0,23.6,4.0,77.06451944444444,85.16488888888888,18.9,35.73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,26.2,28.5,24.0,18.3,75.25773055555555,85.12507500000001,21.9,30.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,26.343,28.2,24.4,20.0,76.30815555555556,85.08194444444445,21.2,31.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,26.057,29.3,23.2,13.9,75.02249722222221,85.13229444444444,18.8,29.95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,27.457,31.4,24.7,4.2,77.15537222222223,85.08552777777778,29.0,38.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,27.314,29.2,26.1,0.9,77.46648611111111,85.26759166666668,31.7,34.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,27.529,31.3,24.6,1.0,77.07274722222223,85.15038055555556,23.2,34.59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,26.2,28.6,23.7,17.3,76.51435555555555,85.10706388888889,20.3,30.62,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,23.386,28.3,18.6,8.1,77.11416666666666,85.14313888888888,19.1,30.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,24.7,28.5,22.1,12.9,76.49261111111112,85.14313888888888,17.7,28.99,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,28.271,34.1,24.6,0.7,76.91097777777779,85.25279444444445,27.1,41.68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-W37,25.871,30.6,23.1,8.9,76.33837777777777,85.15400000000001,18.8,31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-W37,27.7,30.7,25.3,1.2,77.42013888888889,85.23068055555557,36.1,39.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-W37,24.243,28.3,21.4,10.5,74.85858055555556,85.15400000000001,19.6,28.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-W37,26.514,27.8,25.0,5.6,77.26528333333334,85.07478611111111,29.4,32.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-W37,28.114,36.2,21.9,1.3,76.14118333333333,85.12146666666668,19.2,39.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-W37,28.357,34.6,24.5,4.8,77.05845555555555,85.24541111111111,24.5,38.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-W37,21.6495,24.2,17.299999999999997,5.6,76.15510555555555,85.12868055555556,17.8,25.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-W37,28.843,35.1,24.3,1.7,77.0,85.1758,24.5,44.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-W37,26.757,29.2,24.8,6.5,77.07311666666666,85.18308611111111,26.0,32.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-W37,28.543,35.4,24.3,4.4,77.03136666666666,85.20866388888889,25.3,40.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-W37,27.757,34.0,23.8,1.1,77.01969444444445,85.21965833333334,26.6,39.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-W38,28.457,36.4,23.5,4.0,77.12263055555555,84.82083333333334,19.5,35.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,27.671,35.2,23.9,3.6,75.54198611111111,84.82819722222223,23.5,39.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,24.014,30.5,17.299999999999997,19.9,76.80289722222221,84.81892222222223,12.8,33.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,28.714,37.0,24.6,10.5,76.83274166666666,84.82374722222222,23.9,36.71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,26.643,29.0,24.5,19.4,73.7372361111111,84.81844444444445,20.7,29.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,26.729,29.1,24.1,25.0,75.42962222222222,84.81285555555556,25.4,31.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,26.343,30.2,23.0,26.1,74.45343333333334,84.8194,18.6,29.98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,28.486,34.4,25.1,1.9,77.04743611111111,84.8133111111111,29.7,44.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,27.886,31.7,26.1,3.6,76.05946944444445,84.83796944444444,30.9,35.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,28.171,33.9,24.6,2.3,77.02679722222221,84.82179444444445,19.4,34.05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,26.614,29.3,23.4,28.8,74.77496944444445,84.81609444444445,20.5,30.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,23.771,30.3,18.8,20.0,76.88566111111112,84.82083333333334,21.3,31.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,25.071,30.3,22.5,10.6,75.54511666666666,84.82083333333334,17.9,29.52,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-W38,28.943,34.3,24.8,0.3,76.90121944444445,84.83586944444444,25.0,44.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,26.286,32.3,23.3,10.2,76.61696944444445,84.82228888888889,20.7,32.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-W38,28.271,33.6,25.6,0.2,77.08956111111111,84.83276388888889,31.3,40.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-W38,24.714,30.3,22.1,15.7,76.66138333333333,84.82228888888889,19.6,31.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-W38,26.957,28.8,25.3,12.9,75.70008055555554,84.81193611111111,31.3,33.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-W38,28.529,37.5,22.8,9.8,74.66472222222222,84.81797222222222,14.0,36.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-W38,29.157,34.8,24.9,2.4,76.90083055555556,84.83483055555556,23.9,42.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-W38,21.6495,24.2,17.299999999999997,6.8,75.33241944444445,84.81892222222223,19.6,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-W38,29.557,37.6,24.9,3.7,75.26200833333333,84.82521944444444,24.4,47.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2022-W38,27.286,31.5,25.6,4.7,77.06980555555555,84.82620555555556,24.7,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-W38,29.429,35.8,25.1,1.3,77.02761111111111,84.82970555555556,23.8,44.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-W38,28.6,35.9,24.2,2.4,75.57630833333334,84.83123055555555,24.2,43.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-W39,28.457,35.7,23.7,6.6,75.68219166666667,84.49598611111111,25.8,37.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,27.314,34.0,23.9,17.7,74.98189166666667,84.4555388888889,30.6,36.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,24.1,30.6,17.8,42.3,70.44786944444444,84.50678333333333,14.0,30.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,28.143,35.2,23.8,12.9,76.63499444444444,84.47979722222223,31.4,37.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,26.629,29.0,23.2,49.8,68.55689722222222,84.509475,31.0,28.39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,26.786,29.0,23.8,56.0,70.12360833333334,84.5419138888889,32.4,32.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,26.386,29.7,23.1,40.3,71.81992777777778,84.50407777777778,25.2,27.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,28.043,34.5,24.0,6.8,70.22175,84.53920277777777,35.1,41.46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,28.214,30.9,25.0,7.0,73.93824722222222,84.40437777777778,32.6,36.19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,28.429,34.3,24.6,16.7,76.62214444444443,84.4905888888889,27.5,36.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,26.657,29.1,22.9,54.9,65.79591388888889,84.52298333333333,29.7,28.79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,23.186,28.7,19.6,36.4,65.02063611111112,84.49598611111111,27.3,24.73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-W39,24.329,29.3,21.4,62.1,62.26785,84.49598611111111,23.0,24.68,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,28.843,34.8,25.3,10.9,75.74797500000001,84.41514444444445,28.2,40.31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,25.629,31.4,21.3,55.5,66.6453138888889,84.48788611111111,23.6,28.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-W39,28.586,33.0,26.5,4.0,75.499375,84.43130277777777,37.2,39.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-W39,24.014,29.5,20.7,52.7,61.34015,84.48788611111111,23.2,25.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2022-W39,27.029,28.6,24.8,41.9,71.38717777777778,84.54731944444444,37.5,33.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-W39,27.471,35.5,22.2,17.0,70.05436944444445,84.51217777777778,24.4,35.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-W39,28.514,34.9,25.0,21.8,72.05208611111111,84.42053055555554,27.5,38.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-W39,21.6495,24.2,17.299999999999997,88.0,63.345525,84.50678333333333,31.1,18.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-W39,28.329,35.9,24.3,10.9,75.04525555555556,84.47170833333334,30.9,42.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2022-W39,27.429,31.1,24.8,20.6,76.44210555555556,84.46632222222223,31.4,33.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2022-W39,28.671,36.4,24.9,11.7,76.328475,84.44745833333333,31.3,41.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-W39,27.686,35.6,24.1,22.0,73.96348055555556,84.439375,31.0,37.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-W40,27.557,36.2,22.6,74.7,61.27063611111112,84.17322222222222,22.3,29.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,26.9,33.3,23.2,39.6,56.431225,84.085025,23.4,30.84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,24.057,30.5,17.7,24.7,65.77473611111111,84.19671388888888,13.3,29.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,27.714,35.9,23.2,61.2,68.306475,84.13796944444445,27.8,33.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,26.414,28.7,23.7,57.0,70.95475555555555,84.20258611111112,30.3,26.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,26.471,28.6,23.6,57.7,70.67268611111112,84.273,33.1,29.19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,26.071,29.8,22.8,52.1,70.35579444444444,84.19084166666667,23.1,26.37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,28.186,34.1,24.4,12.8,72.13454166666666,84.26713611111111,35.3,42.37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,27.9,32.3,24.3,48.3,61.99159722222223,83.97300555555556,24.2,30.33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,27.743,34.8,24.4,41.7,63.87335277777778,84.161475,19.9,29.78,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,26.371,29.0,23.3,60.7,61.62755277777778,84.2319361111111,29.1,26.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,22.971,28.4,19.0,23.8,67.709125,84.17322222222222,21.6,23.71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,24.186,28.0,21.4,61.0,60.65372222222222,84.17322222222222,19.1,23.13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,28.157,34.0,24.3,12.2,62.65821944444444,83.99661944444445,20.9,33.42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,25.314,30.1,21.7,34.1,65.49420833333333,84.15560277777777,19.6,25.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-W40,28.1,32.3,24.6,10.1,65.12622777777779,84.03201388888888,26.1,32.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-W40,23.871,29.0,20.8,32.0,63.95965,84.15560277777777,19.7,24.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-W40,26.714,28.0,24.6,11.9,71.86800833333334,84.28472777777779,37.5,31.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-W40,27.3,36.8,22.0,41.7,58.99314444444445,84.20845833333334,14.5,30.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-W40,27.971,34.3,24.0,52.5,63.58210833333333,84.008425,21.6,31.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-W40,21.6495,24.2,17.299999999999997,38.1,58.93045,84.19671388888888,24.5,18.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-W40,28.143,35.2,23.6,63.8,62.36345833333333,84.120325,28.8,37.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-W40,27.071,30.0,24.7,14.3,62.38281666666667,84.1085638888889,27.2,29.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2022-W40,27.557,35.1,23.0,84.5,61.01036944444444,84.06736666666667,23.7,31.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-W40,27.214,34.5,23.2,61.1,51.54001111111111,84.0497,20.9,29.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2022-W41,25.971,32.4,22.4,74.3,66.86041666666667,83.8596,11.6,27.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,25.5,32.4,22.7,83.1,52.12126388888888,83.72475277777778,18.1,23.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,22.443,27.9,18.4,129.5,54.32703611111111,83.89549444444445,9.8,22.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-W41,26.086,30.1,23.4,59.3,69.65694722222223,83.80571111111111,14.5,28.13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,25.386,28.7,23.1,112.4,49.27270277777778,83.90445833333332,17.8,20.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,25.443,28.7,23.7,118.7,54.034419444444445,84.01198888888888,21.7,22.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,25.086,29.6,22.5,110.4,51.88674722222223,83.88652222222221,16.4,21.19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,26.814,31.9,23.4,41.9,69.98140833333333,84.00303611111111,27.2,30.88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,26.914,29.9,24.2,62.0,73.49365555555555,83.55326944444445,17.7,29.13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,26.414,29.8,23.9,47.4,72.10690555555556,83.84164166666666,17.4,28.81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,25.314,29.0,23.2,115.9,54.35664166666667,83.9492861111111,16.8,21.96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,22.814,27.9,19.3,78.1,55.262708333333336,83.8596,14.9,21.88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,23.871,29.0,21.4,107.5,50.52393333333333,83.8596,15.0,20.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,26.243,31.8,23.4,57.6,67.76804444444444,83.58944444444444,14.6,25.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-W41,24.657,30.7,21.8,107.4,54.66505833333333,83.83266111111112,16.9,22.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-W41,27.071,31.3,23.7,28.4,65.48665277777778,83.64362777777778,22.5,29.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2022-W41,23.486,29.1,20.8,88.9,56.18835277777778,83.83266111111112,16.6,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-W41,25.9,28.1,24.2,78.6,57.97030555555556,84.02989166666666,31.0,24.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-W41,25.5,33.1,21.5,88.8,63.24295833333333,83.91343333333333,17.3,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-W41,26.2,31.4,23.6,69.9,69.06598888888888,83.60751944444445,16.6,26.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-W41,21.6495,24.2,17.299999999999997,101.7,48.03017777777778,83.89549444444445,13.4,16.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2022-W41,26.171,32.9,22.7,89.4,63.943669444444446,83.77873611111112,19.8,27.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-W41,26.157,30.2,23.2,46.3,66.84125,83.76075,18.7,24.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2022-W41,26.186,31.8,23.4,76.2,64.85723888888889,83.69773333333335,18.6,26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-W41,25.529,32.2,22.7,68.5,54.122058333333335,83.67068888888889,21.1,23.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-W42,25.771,33.6,23.1,69.3,41.989158333333336,83.5504111111111,13.6,21.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W42,25.071,31.4,22.7,87.2,43.43539166666667,83.369325,22.5,18.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W42,22.6,28.3,19.1,68.6,44.41691388888889,83.59859722222222,13.1,20.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W42,26.257,32.1,23.6,45.5,48.29593333333333,83.47805555555556,23.3,23.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W42,25.314,27.8,23.3,129.5,35.346536111111114,83.6106361111111,20.5,16.68,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W42,25.443,27.8,23.9,92.0,46.03448611111111,83.7549388888889,28.5,19.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W42,24.9,28.6,22.0,129.5,34.95346076388891,83.58655277777778,15.9,16.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W42,26.886,31.8,24.0,15.6,52.65556944444444,83.74292777777777,29.0,29.32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W42,26.471,29.7,23.5,85.8,54.95394722222222,83.1389138888889,23.2,23.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W42,26.329,32.4,24.0,60.2,52.54077222222222,83.52630555555555,17.9,21.81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
