YearWeek,WeekStartDate,WeekEndDate,Cases,temp_mean_C,temp_max_C,temp_min_C,precipitation_sum (mm),rain_sum (mm),sunshine_duration (s),daylight_duration (s),wind_speed_10m_max (km/h),et0_fao_evapotranspiration (mm),District_ampara,District_anuradhapura,District_badulla,District_batticaloa,District_colombo,District_galle,District_gampaha,District_hambantota,District_jaffna,District_kalmunai,District_kalutara,District_kandy,District_kegalle,District_kilinochchi,District_kurunegala,District_mannar,District_matale,District_matara,District_monaragala,District_mullaitivu,District_nuwara eliya,District_polonnaruwa,District_puttalam,District_ratnapura,District_trincomalee,District_vavuniya
2022-W49,2022-12-05,2022-12-11,148,25.443,28.7,20.1,95.6,95.6,156056.27,291756.04,41.5,23.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,159,25.143,29.8,20.7,24.5,24.5,133669.53,294975.35,35.5,20.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,81,25.257,29.5,21.9,40.0,40.0,141048.65,296174.22,22.6,21.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,86,21.9,27.7,18.3,17.7,17.7,135715.54,295175.42,23.4,17.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,65,23.471,28.8,19.3,19.5,19.5,148827.61,295175.42,20.3,19.23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,1,25.014,29.7,19.6,117.7,117.7,155659.58,292160.5,33.9,22.74,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,50,24.114,30.1,20.2,23.5,23.5,139278.64,294875.24,21.7,18.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,4,26.143,29.6,21.4,115.1,115.1,141053.03,292765.99,31.9,25.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,19,22.786,28.6,19.3,33.9,33.9,131535.38,294875.24,20.7,18.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,27,25.814,28.2,23.5,50.0,50.0,140709.5,297070.94,36.8,22.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,5,23.771,28.9,18.2,8.6,8.6,131639.8,295775.02,15.8,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,3,25.186,30.3,19.2,130.4,130.4,154850.29,292362.47,37.1,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,4,13.643,18.7,10.2,33.8,33.8,111720.41,295575.28,26.7,13.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-W49,2022-12-05,2022-12-11,10,24.614,30.5,20.4,45.2,45.2,133004.25,294274.06,26.2,20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-W49,2022-12-05,2022-12-11,291,25.757,29.7,22.3,28.3,28.3,144818.22,294073.44,25.1,22.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-W49,2022-12-05,2022-12-11,16,24.543,30.4,17.4,85.4,85.4,137662.47,293370.16,30.3,18.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-W49,2022-12-05,2022-12-11,1,24.143,30.1,19.3,104.6,104.6,150680.01,293068.24,29.7,19.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-W50,2022-12-12,2022-12-18,4,24.757,30.8,21.5,53.5,53.5,201559.05,294916.32,17.5,21.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,6,24.771,30.0,21.0,26.9,26.9,235524.05,293372.74,19.7,24.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,44,20.671,25.8,15.2,57.4,57.4,205795.59,295326.74,15.0,19.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,15,25.343,28.8,23.0,46.1,46.1,207386.32,294299.75,22.4,21.47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,387,25.5,30.0,21.5,17.9,17.9,246690.27,295429.28,23.9,27.47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,56,25.671,28.6,22.6,39.6,39.6,257589.65,296657.67,16.7,25.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,414,25.343,30.8,21.3,21.5,21.5,241233.63,295224.18,21.5,27.12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,14,26.114,31.6,22.9,16.4,16.4,227358.24,296555.43,25.4,28.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,145,25.8,28.7,23.3,19.8,19.8,248625.89,291406.08,26.5,26.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,214,25.7,28.6,23.5,50.0,50.0,197640.36,294710.9,24.8,21.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,115,25.4,31.2,21.5,14.0,14.0,256671.82,295941.58,16.5,27.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,88,22.143,27.8,16.7,17.9,17.9,236826.89,294916.32,15.3,23.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,61,23.586,29.1,18.2,36.1,36.1,229518.83,294916.32,18.4,23.79,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,7,25.329,29.3,22.3,67.6,67.6,227498.56,291821.28,24.9,25.37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,77,24.5,30.3,20.3,26.4,26.4,221256.09,294608.16,20.1,23.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,20,25.886,29.6,22.1,20.6,20.6,242913.95,292442.9,28.2,27.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,31,23.071,28.7,17.6,21.8,21.8,226686.05,294608.16,16.8,23.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,20,25.857,27.6,23.7,6.4,6.4,258746.83,296862.07,22.1,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,10,24.429,30.2,20.3,29.0,29.0,210639.35,295531.8,19.9,23.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,1,26.114,29.5,23.3,15.9,15.9,234279.96,292028.66,24.2,27.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,5,14.371,19.2,10.0,37.8,37.8,214433.94,295326.74,14.7,19.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-W50,2022-12-12,2022-12-18,9,24.914,30.9,21.5,36.9,36.9,204909.25,293991.06,16.9,22.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-W50,2022-12-12,2022-12-18,259,25.586,30.5,21.2,13.7,13.7,256943.19,293785.08,20.4,26.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-W50,2022-12-12,2022-12-18,10,25.786,29.7,22.9,30.8,30.8,218682.49,293063.11,23.8,25.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-W50,2022-12-12,2022-12-18,8,24.757,29.4,21.5,23.5,23.5,235915.29,292753.18,21.1,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-W51,2022-12-19,2022-12-25,6,24.443,30.0,22.4,120.1,120.1,138124.6,294832.01,20.3,16.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,41,24.371,29.5,21.7,77.8,77.8,124671.55,293275.44,20.1,16.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,137,21.214,24.9,17.8,90.4,90.4,146920.49,295245.91,16.9,14.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,124,24.743,28.4,22.6,103.6,103.6,128491.96,294210.25,25.1,15.59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,706,25.043,29.6,22.3,68.2,68.2,162248.28,295349.31,24.0,19.41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,160,25.6,30.1,23.1,29.2,29.2,217489.37,296588.0,25.6,23.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,266,24.9,30.2,21.8,80.8,80.8,157073.95,295142.45,22.0,19.57,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,28,25.529,29.5,23.0,81.9,81.9,199616.11,296484.92,21.1,22.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,687,25.557,27.8,24.0,41.0,41.0,156340.77,291292.22,30.2,21.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,122,25.171,29.9,22.3,40.2,40.2,185184.18,295865.87,23.6,21.63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,370,22.286,26.5,18.2,100.8,100.8,142569.54,294832.01,17.7,16.24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,137,23.457,28.6,20.9,92.6,92.6,157225.5,294832.01,16.8,17.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,20,25.214,27.4,23.3,58.7,58.7,137206.61,291710.91,27.6,18.89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,134,24.114,29.2,21.5,112.5,112.5,142273.23,294521.26,18.8,16.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,21,25.8,28.5,24.1,53.8,53.8,170799.24,292337.75,32.8,22.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,74,22.829,27.1,20.3,119.7,119.7,134617.15,294521.26,17.1,15.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,15,25.771,29.1,23.8,32.5,32.5,212435.01,296794.11,31.1,23.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,23,24.329,30.3,20.8,91.8,91.8,166608.01,295452.67,22.0,19.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,5,25.529,27.4,23.7,70.8,70.8,149348.33,291920.03,29.9,18.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,19,15.129,18.8,11.4,68.1,68.1,155217.88,295245.91,17.6,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-W51,2022-12-19,2022-12-25,12,24.357,29.3,21.6,93.7,93.7,110274.52,293898.96,19.6,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-W51,2022-12-19,2022-12-25,90,25.129,29.5,22.7,85.6,85.6,171094.5,293691.25,22.5,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-W51,2022-12-19,2022-12-25,87,24.786,29.5,20.8,56.8,56.8,165435.31,295659.33,21.3,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022-W51,2022-12-19,2022-12-25,31,25.071,28.5,22.3,102.7,102.7,142553.27,292963.22,25.3,16.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-W51,2022-12-19,2022-12-25,17,24.343,28.5,22.4,80.8,80.8,137051.59,292650.66,22.5,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2022-W52,2022-12-26,2023-01-01,8,24.771,29.2,21.1,8.8,8.8,270244.62,294929.7,16.8,26.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,25,25.014,30.2,21.2,13.8,13.8,254024.25,293388.2,15.7,26.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,36,20.786,26.3,14.3,9.7,9.7,265003.89,295339.59,18.5,24.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,17,25.629,28.4,21.8,5.7,5.7,273070.32,294313.95,22.9,27.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,325,25.271,30.4,19.7,13.3,13.3,254041.33,295441.99,23.1,28.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,51,25.243,29.4,21.1,27.9,27.9,265276.38,296668.74,16.8,27.29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,290,25.357,31.8,20.2,12.9,12.9,254839.1,295237.15,20.0,29.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,14,26.1,30.6,22.8,17.8,17.8,273479.81,296566.64,23.8,32.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,114,25.843,28.7,22.4,4.2,4.2,268752.66,291424.18,23.5,26.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,150,26.043,28.4,23.4,7.4,7.4,274842.1,294724.59,21.3,27.93,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,92,25.3,30.2,20.8,12.3,12.3,260292.99,295953.58,20.8,27.71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,56,22.486,28.0,17.8,9.5,9.5,259575.57,294929.7,21.3,27.06,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,46,23.914,29.5,19.6,39.9,39.9,253911.26,294929.7,16.2,28.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,7,25.386,28.7,22.0,6.0,6.0,257967.67,291838.82,21.4,25.82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,46,24.457,30.7,19.4,14.5,14.5,255908.22,294621.97,17.9,28.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,0,25.857,30.1,21.9,11.4,11.4,259281.78,292459.6,21.1,27.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,27,23.014,29.0,17.0,10.6,10.6,257086.01,294621.97,15.3,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,45,25.857,28.7,22.1,20.7,20.7,268584.93,296872.85,29.4,29.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,8,24.471,28.8,20.7,9.0,9.0,267077.47,295544.37,18.3,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,2,25.971,28.1,24.3,12.6,12.6,260127.45,292045.89,23.7,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,9,14.114,20.2,7.3,5.7,5.7,266225.0,295339.59,13.4,24.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022-W52,2022-12-26,2023-01-01,17,25.1,30.5,20.6,17.0,17.0,259989.28,294005.65,15.1,25.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022-W52,2022-12-26,2023-01-01,190,25.571,30.9,21.8,22.3,22.3,247460.2,293799.97,18.9,26.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022-W52,2022-12-26,2023-01-01,29,25.943,28.4,23.7,11.5,11.5,260606.62,293078.97,19.6,27.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022-W52,2022-12-26,2023-01-01,2,24.9,29.5,20.5,5.9,5.9,257710.97,292769.45,18.7,26.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-W01,2023-01-02,2023-01-08,3,24.414,28.7,21.4,37.5,37.5,244990.68,295217.66,19.5,24.62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,13,24.2,29.2,20.2,28.4,28.4,212806.96,293720.51,19.9,23.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,45,20.371,24.2,15.3,61.4,61.4,250840.26,295615.77,14.1,19.69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,36,25.371,28.8,22.2,51.7,51.7,256233.49,294619.62,23.9,26.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,433,25.471,31.0,21.1,25.3,25.3,238775.15,295715.24,19.8,29.61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,43,25.014,28.3,21.8,33.8,33.8,248611.81,296906.74,16.0,25.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,440,25.757,31.7,21.2,27.6,27.6,246114.18,295516.29,20.5,31.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,10,26.557,31.2,22.9,11.1,11.1,272643.19,296807.61,24.8,35.51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,128,25.543,28.2,22.9,10.6,10.6,247264.23,291813.07,26.0,27.94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,147,25.686,28.1,23.1,42.6,42.6,256645.93,295018.44,25.6,27.21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,112,25.114,31.2,20.8,29.7,29.7,244932.12,296212.12,15.5,28.26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,100,22.514,27.0,18.3,6.8,6.8,264822.3,295217.66,21.8,25.81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,71,24.029,29.2,19.5,12.7,12.7,261434.87,295217.66,16.5,28.69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,4,25.014,28.1,22.8,57.3,57.3,225695.73,292215.76,25.2,25.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,56,24.543,29.8,19.5,5.3,5.3,265656.73,294918.77,21.6,28.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,0,25.529,30.0,21.6,32.7,32.7,231086.24,292818.64,26.6,29.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,39,22.971,27.5,17.4,6.7,6.7,266126.55,294918.77,18.1,26.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,33,25.371,28.6,21.9,22.6,22.6,272209.62,297104.98,22.2,27.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,11,24.4,28.8,21.5,8.8,8.8,267898.77,295814.67,20.3,27.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,32,25.557,28.1,23.4,56.5,56.5,225873.49,292416.88,25.7,26.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,1,14.1,18.8,7.8,14.9,14.9,264394.69,295615.77,15.3,21.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023-W01,2023-01-02,2023-01-08,27,24.486,29.3,21.1,55.2,55.2,227399.21,294320.2,18.4,23.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023-W01,2023-01-02,2023-01-08,273,25.043,30.1,21.3,27.3,27.3,235279.39,294120.44,20.8,26.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2023-W01,2023-01-02,2023-01-08,16,25.443,28.8,22.3,79.7,79.7,219269.72,293420.2,22.1,26.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023-W01,2023-01-02,2023-01-08,3,24.071,28.6,21.0,44.3,44.3,218522.87,293119.59,20.4,24.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023-W02,2023-01-09,2023-01-15,3,23.9,28.6,18.5,3.0,3.0,261644.1,295678.84,18.8,28.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W02,2023-01-09,2023-01-15,13,23.486,29.1,18.4,0.3,0.3,268092.43,294252.58,17.3,28.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W02,2023-01-09,2023-01-15,31,19.686,25.0,13.5,10.7,10.7,257859.68,296058.12,13.0,24.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W02,2023-01-09,2023-01-15,28,24.657,27.8,20.1,1.8,1.8,259003.64,295109.13,21.2,28.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-W02,2023-01-09,2023-01-15,452,25.057,30.6,20.2,1.3,1.3,267489.54,296152.86,22.9,33.97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
