PC1,PC2,PC3,PC4,PC5,PC6,PC7,risk_level
-2.2679428609932617,0.15016182272554093,0.3362293820353552,-0.925474966339608,0.08091262630155872,-0.3741688288277044,-0.38305828401587877,1
-1.112514470559479,-1.0809420751785923,0.3709922427563237,-1.1772919326339624,0.32373986484482375,-0.43986960411651477,-0.6677105503173457,0
-4.9120868721861815,-0.5606907692619927,0.39185045996402446,0.11459158320812655,-0.025752102847164053,-0.07195314153173678,0.3269256917944397,1
-1.6757244849248936,0.4121885287366236,0.5452350529540351,-1.2075760847177344,0.908326748849909,0.16495665180271277,-0.42506919846128216,0
-0.12590377768468133,-0.42278608688504765,-0.06221719945122419,-1.2760395893244338,0.023850803265655186,-0.050305887854247645,-0.17476268645999263,1
-1.5932400037292782,-0.35916406091232095,-0.21643341325170465,-0.6180859389211749,0.6684881874698954,-0.3464116935031579,-0.09363296764152255,1
-0.004073029833995952,-0.6152523011548054,-0.22227922697986546,-1.2830072051100307,-0.11541089131491404,0.06623497421511274,-0.32451671750025013,1
0.4905975020755855,-0.038291811340978504,0.8642081870631599,-1.5668892438486846,-0.1497612779513272,-0.06245808882725174,-0.2765998048493296,0
-0.42426627770764447,-0.8912161560436394,1.3747063901891283,-1.8069190442083418,0.6710226084149554,-0.35837888658765804,-0.2204454847068691,0
-2.222461658378776,1.2863648339836302,0.2631077225208165,-1.1663679771655509,0.5789337764766859,0.6117656841547027,-0.132701670777782,0
-1.1193264294136607,-1.066695386589474,-0.8463255813030478,-0.6223936162888117,0.3628990690561214,-0.30350520838552464,-0.13738172367740834,1
-1.8627299796167212,-1.4654484605913685,1.1896523210917391,-0.7669261332886284,-0.09257483140720327,-0.17757659095705142,-0.31330187133962933,0
-1.0399791962828449,-1.7079880484510854,-0.004509583557370878,-0.7958727796395951,-0.12412164021137857,0.030176435956282634,-0.3846015129852903,0
-0.6141470937137211,-0.9144910743156114,1.167485639996681,-1.6403243165670294,0.7787001679217438,-0.47157915556749774,-0.18442149916472553,1
-0.27586756980577826,-1.0523453432843664,0.28298561093070895,-1.2758229956781917,-0.2363825903515051,-0.3221955856116312,-0.5437331104888793,1
0.266275551121289,-0.661456283428502,0.9749327858484704,-1.897155258736489,0.20796364939718243,-0.18269056796070263,-0.11512955990295325,1
-1.6091502820291874,-1.828563982280259,0.37338184654577017,-0.7230271194475478,-0.4439259850572772,-0.23519496657073974,-0.383185239610671,0
-1.101819855876542,-0.005640448441261905,0.35579172372830004,-0.9217443191554127,0.5849032906920054,-0.5150431661289535,-0.11567284926791692,1
-0.5731175312689106,-0.6590519764080226,0.9384184456211472,-1.6260492984586672,0.9780961776735436,-0.3755961084506929,0.09593644163012251,0
-4.069328321173112,-2.027673111363352,1.338811909944853,0.09354432905864461,0.18242166549279168,-0.24194185828957307,-0.004973412476206841,1
-1.9316121453562127,-0.06282100593248995,-0.1921801221207949,-1.0226718637921297,0.1349828776546854,-0.3914176729982698,-0.2480303577481748,0
-0.3968022040337549,-0.7108112502623183,0.36683731919611795,-1.434027420781399,0.15873522844406243,-0.021498805911596253,-0.6297830825449293,1
-1.0804823094192202,-0.4000758121198774,0.7614018713881092,-1.4064335339770115,0.768868922843402,0.052104252075522675,-0.2843296997135497,0
-1.035054629100122,-1.1964494057116593,0.6733112729559788,-1.2911424860521152,0.40017878031688636,-0.39329285388735075,-0.5588716519390529,0
-1.5405848910779336,-0.7847937892632202,-0.45158393954752696,-0.6917087017772995,0.5428171627640808,-0.5490714192113917,-0.38563671424684137,1
-1.0641171626919521,-0.919944065273937,-0.15065101721668206,-1.0982484219857485,-0.08675929255689664,-0.8385308785164419,-0.4242307650977367,1
-3.7128229753457838,-2.4139242245482886,0.23332388264802872,0.2943770790843784,0.12518469712161193,-0.03140101186713125,0.12367091979747806,1
-1.0711152461073192,-0.22897587863595098,0.587861687305989,-1.1805498317516423,0.6921242959469895,-0.6462492236023216,-0.3249796361339051,0
-0.16364247400393866,-1.1626368550546635,-0.17135973825856354,-0.9992514019814475,0.333115730073847,-0.2276223806470423,-0.44760918828543267,1
-0.8370335868597191,-1.0796368737832411,-0.3454281921484893,-0.5503412195268996,1.132925108857655,-0.7267741621463245,-0.0883517079444709,1
-0.183932576408141,-1.3029504285227405,-1.3753488041433939,-0.8299239605622589,0.10420277024087132,-0.36514954901040714,-0.5769361887025385,1
0.05977128223478113,-0.5560739831156812,0.42078946747226453,-1.1697377539985745,0.21946095375951577,-0.1910545716280089,-0.29601815401580134,1
